gene_name,aro_id,aro_name,antibiotic_class
YEM-1,3007005,YEM-1,
ZOG-1,3007006,ZOG-1,
norC,3007010,norC,
MCR-10.5,3007274,MCR-10.5,
MCR-10.3,3007275,MCR-10.3,
mdeA,3007011,mdeA,
sepA,3007012,sepA,
sdrM,3007013,sdrM,
qacJ,3007014,qacJ,
qacG,3007015,qacG,
SHD-1,3007017,SHD-1,
fexB,3007019,fexB,
NDM-33,3007023,NDM-33,
Mycoplasmopsis fermentans 23S rRNA with mutation conferring resistance to macrolide antibiotics,3004177,Mycoplasmopsis fermentans 23S rRNA with mutation conferring resistance to macrolide antibiotics,
Alkalihalobacillus clausii chloramphenicol acetyltransferase,3004452,Alkalihalobacillus clausii chloramphenicol acetyltransferase,
Limosilactobacillus reuteri cat-TC,3002671,Limosilactobacillus reuteri cat-TC,
vanY gene in vanA cluster,3002955,vanY gene in vanA cluster,
vanXY gene in vanC cluster,3002966,vanXY gene in vanC cluster,
vanH gene in vanA cluster,3002942,vanH gene in vanA cluster,
vanX gene in vanA cluster,3002949,vanX gene in vanA cluster,
R39,3003565,R39,
vanS gene in vanB cluster,3002932,vanS gene in vanB cluster,
vanH gene in vanB cluster,3002943,vanH gene in vanB cluster,
vanR gene in vanE cluster,3002924,vanR gene in vanE cluster,
vanT gene in vanC cluster,3002970,vanT gene in vanC cluster,
TolC,3000237,TolC,
MexG,3000806,MexG,
vanW gene in vanB cluster,3002964,vanW gene in vanB cluster,
vgbB,3001308,vgbB,
vanT gene in vanE cluster,3002971,vanT gene in vanE cluster,
vanY gene in vanD cluster,3002957,vanY gene in vanD cluster,
vgbA,3001307,vgbA,
MexI,3000808,MexI,
vanZ gene in vanF cluster,3002963,vanZ gene in vanF cluster,
KHM-1,3000847,KHM-1,
vanS gene in vanF cluster,3002936,vanS gene in vanF cluster,
Escherichia coli ompF with mutation conferring resistance to beta-lactam antibiotics,3003390,Escherichia coli ompF with mutation conferring resistance to beta-lactam antibiotics,
Ureaplasma urealyticum gyrB conferring resistance to fluoroquinolones,3003305,Ureaplasma urealyticum gyrB conferring resistance to fluoroquinolones,
Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to tetracycline,3003411,Escherichia coli 16S rRNA (rrnB) mutation conferring resistance to tetracycline,
MCR-1.1,3003689,MCR-1.1,
Pseudomonas aeruginosa gyrA and parC conferring resistance to fluoroquinolones,3003702,Pseudomonas aeruginosa gyrA and parC conferring resistance to fluoroquinolones,
OXA-289,3001744,OXA-289,
MexZ,3003709,MexZ,
Escherichia coli nfsB with mutation conferring resistance to nitrofurantoin,3003756,Escherichia coli nfsB with mutation conferring resistance to nitrofurantoin,
Bifidobacterium bifidum ileS conferring resistance to mupirocin,3003730,Bifidobacterium bifidum ileS conferring resistance to mupirocin,
Staphylococcus aureus fusA with mutation conferring resistance to fusidic acid,3003735,Staphylococcus aureus fusA with mutation conferring resistance to fusidic acid,
Staphylococcus aureus fusE with mutation conferring resistance to fusidic acid,3003737,Staphylococcus aureus fusE with mutation conferring resistance to fusidic acid,
Enterococcus faecalis cls with mutation conferring resistance to daptomycin,3003760,Enterococcus faecalis cls with mutation conferring resistance to daptomycin,
Staphylococcus aureus mupB conferring resistance to mupirocin,3000510,Staphylococcus aureus mupB conferring resistance to mupirocin,
Staphylococcus aureus mupA conferring resistance to mupirocin,3000521,Staphylococcus aureus mupA conferring resistance to mupirocin,
Escherichia coli 16S rRNA (rrsH) mutation conferring resistance to spectinomycin,3003372,Escherichia coli 16S rRNA (rrsH) mutation conferring resistance to spectinomycin,
Acinetobacter baumannii ampC beta-lactamase,3003796,Acinetobacter baumannii ampC beta-lactamase,
Staphylococcus aureus agrA with mutation conferring resistance to daptomycin,3003803,Staphylococcus aureus agrA with mutation conferring resistance to daptomycin,
Mycoplasma genitalium gyrA mutation confers resistance to fluoroquinolones,3004631,Mycoplasma genitalium gyrA mutation confers resistance to fluoroquinolones,
Rm3,3003894,Rm3,
Neisseria gonorrhoeae parC conferring resistance to fluoroquinolones,3003929,Neisseria gonorrhoeae parC conferring resistance to fluoroquinolones,
MCR-10.4,3007276,MCR-10.4,
MCR-10.2,3007277,MCR-10.2,
Erm(44)v,3003971,Erm(44)v,
YojI,3003952,YojI,
Chlamydomonas reinhardtii 16S rRNA (rrnS) mutation conferring resistance to streptomycin,3003978,Chlamydomonas reinhardtii 16S rRNA (rrnS) mutation conferring resistance to streptomycin,
tetB(58),3003981,tetB(58),
Mycobacterium tuberculosis rpsA mutations conferring resistance to pyrazinamide,3004721,Mycobacterium tuberculosis rpsA mutations conferring resistance to pyrazinamide,
Mycolicibacterium smegmatis ndh with mutation conferring resistance to isoniazid,3003778,Mycolicibacterium smegmatis ndh with mutation conferring resistance to isoniazid,
KPC-2,3002312,KPC-2,
Escherichia coli fabI mutations conferring resistance to isoniazid and triclosan,3004045,Escherichia coli fabI mutations conferring resistance to isoniazid and triclosan,
Escherichia coli fabG mutations conferring resistance to triclosan,3004049,Escherichia coli fabG mutations conferring resistance to triclosan,
MexCD-OprJ with type A NfxB mutation,3004061,MexCD-OprJ with type A NfxB mutation,
TEM-247,3007451,TEM-247,
HMB-1,3004092,HMB-1,
AcrAD-TolC,3004082,AcrAD-TolC,
MCR-2.1,3004110,MCR-2.1,
Escherichia coli mipA,3004127,Escherichia coli mipA,
MCR-3.1,3004139,MCR-3.1,
Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,3004171,Streptomyces ambofaciens 23S rRNA with mutation conferring resistance to macrolide antibiotics,
MCR-4.1,3004325,MCR-4.1,
MCR-5.1,3004332,MCR-5.1,
Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide,3004957,Mycobacterium tuberculosis clpC1 with mutation conferring resistance to pyrazinamide,
Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin,3004480,Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin,
MCR-8.1,3004516,MCR-8.1,
Mycobacterium tuberculosis fabG1 mutation conferring resistance to ethionamide,3004933,Mycobacterium tuberculosis fabG1 mutation conferring resistance to ethionamide,
Mycobacterium tuberculosis gpsI with mutations conferring resistance to pyrazinamide,3004977,Mycobacterium tuberculosis gpsI with mutations conferring resistance to pyrazinamide,
erm(45),3004595,erm(45),
MCR-3.17,3007278,MCR-3.17,
Clostridioides difficile gyrB conferring resistance to fluoroquinolones,3004562,Clostridioides difficile gyrB conferring resistance to fluoroquinolones,
Neisseria gonorrhoeae mtrC with mutation conferring resistance to azithromycin,3005004,Neisseria gonorrhoeae mtrC with mutation conferring resistance to azithromycin,
TxR,3005008,TxR,
Mycobacterium tuberculosis ethA mutations conferring resistance to perchlozone,3005178,Mycobacterium tuberculosis ethA mutations conferring resistance to perchlozone,
salB,3007026,salB,
salC,3007027,salC,
salD,3007028,salD,
salE,3007029,salE,
vanTm gene in vanL cluster,3002973,vanTm gene in vanL cluster,
vanY gene in vanG cluster,3002959,vanY gene in vanG cluster,
vanS gene in vanG cluster,3002937,vanS gene in vanG cluster,
vanS gene in vanO cluster,3002941,vanS gene in vanO cluster,
vanXY gene in vanN cluster,3002969,vanXY gene in vanN cluster,
vanS gene in vanL cluster,3002938,vanS gene in vanL cluster,
vanR gene in vanM cluster,3002928,vanR gene in vanM cluster,
vanU gene in vanG cluster,3004253,vanU gene in vanG cluster,
vanS gene in vanN cluster,3002940,vanS gene in vanN cluster,
vanR gene in vanN cluster,3002929,vanR gene in vanN cluster,
vanS gene in vanM cluster,3002939,vanS gene in vanM cluster,
vanTr gene in vanL cluster,3002974,vanTr gene in vanL cluster,
vanW gene in vanG cluster,3002965,vanW gene in vanG cluster,
vanR gene in vanO cluster,3002930,vanR gene in vanO cluster,
vanH gene in vanM cluster,3002947,vanH gene in vanM cluster,
vanXY gene in vanL cluster,3002968,vanXY gene in vanL cluster,
vanT gene in vanN cluster,3002975,vanT gene in vanN cluster,
vanW gene in vanI cluster,3003724,vanW gene in vanI cluster,
vanK gene in vanI cluster,3003727,vanK gene in vanI cluster,
QnrB80,3003192,QnrB80,
Erm(52),3007041,Erm(52),
msr(G),3007042,msr(G),
msr(I),3007043,msr(I),
Erm(51),3007033,Erm(51),
mreA,3007050,mreA,
OXA-290,3001745,OXA-290,
Helicobacter pylori gyrA conferring resistance to fluoroquinolones,3007052,Helicobacter pylori gyrA conferring resistance to fluoroquinolones,
Helicobacter pylori gyrB conferring resistance to fluoroquinolones,3007053,Helicobacter pylori gyrB conferring resistance to fluoroquinolones,
nimD,3007106,nimD,
Helicobacter pylori pbp3 conferring resistance to amoxicillin,3007057,Helicobacter pylori pbp3 conferring resistance to amoxicillin,
Helicobacter pylori pbp2 mutants conferring resistance to amoxicillin,3007058,Helicobacter pylori pbp2 mutants conferring resistance to amoxicillin,
Helicobacter pylori pbp1 mutants conferring resistance to amoxicillin,3007060,Helicobacter pylori pbp1 mutants conferring resistance to amoxicillin,
Helicobacter pylori frxA mutation conferring resistance to metronidazole,3007059,Helicobacter pylori frxA mutation conferring resistance to metronidazole,
VAM-1,3007062,VAM-1,
Erm(50),3007032,Erm(50),
OXA-647,3005337,OXA-647,
Helicobacter pylori rpoB mutation conferring resistance to rifampicin,3007051,Helicobacter pylori rpoB mutation conferring resistance to rifampicin,
Neisseria gonorrhoeae rpld,3004956,Neisseria gonorrhoeae rpld,
FosY,3007069,FosY,
MCR-1.33,3007070,MCR-1.33,
Bacillus subtilis rpoB mutants conferring resistance to rifampin,3007073,Bacillus subtilis rpoB mutants conferring resistance to rifampin,
cph,3007075,cph,
mef(J),3007049,mef(J),
mef(H),3007047,mef(H),
lsaD,3005121,lsaD,
PRC-1,3007085,PRC-1,
KPC-90,3007087,KPC-90,
KPC-83,3007089,KPC-83,
FosM1,3007097,FosM1,
FosM2,3007098,FosM2,
FosM3,3007099,FosM3,
BcIII,3007101,BcIII,
KPC-93,3007102,KPC-93,
nimA,3007104,nimA,
nimC,3007105,nimC,
nimE,3007107,nimE,
LnuH,3004600,LnuH,
nimF,3007108,nimF,
nimG,3007109,nimG,
nimH,3007110,nimH,
nimI,3007111,nimI,
nimJ,3007112,nimJ,
nimK,3007113,nimK,
nimB,3004655,nimB,
crxA,3007118,crxA,
tet(O/32/O),3007119,tet(O/32/O),
tet(O/M/O),3007120,tet(O/M/O),
tet(O/W),3007121,tet(O/W),
tet(O/W/32/O),3007122,tet(O/W/32/O),
tet(O/W/O),3007123,tet(O/W/O),
tet(W/32/O),3007124,tet(W/32/O),
tet(47),3004613,tet(47),
tet(X3),3004719,tet(X3),
tet(X6),3005056,tet(X6),
tet(X1),3005166,tet(X1),
ROB-11,3007125,ROB-11,
ROB-12,3007126,ROB-12,
ROB-13,3005072,ROB-13,
Streptomyces rimosus otr(A),3002891,Streptomyces rimosus otr(A),
Streptomyces lividans otr(A),3007127,Streptomyces lividans otr(A),
mcr-10.1,3007137,mcr-10.1,
MAB,3007180,MAB,
MCR-1.15,3007279,MCR-1.15,
MCR-1.26,3007280,MCR-1.26,
MCR-5.4,3007281,MCR-5.4,
blaC,3007182,blaC,
Mycobacterium tuberculosis Rv1258c mutations confer resistance to ethambutol and capreomycin,3007185,Mycobacterium tuberculosis Rv1258c mutations confer resistance to ethambutol and capreomycin,
"Mycobacterium tuberculosis Rv1258c mutations confer resistance to pyrazinamide, isoniazid, and streptomycin",3007186,"Mycobacterium tuberculosis Rv1258c mutations confer resistance to pyrazinamide, isoniazid, and streptomycin",
Mycobacterium tuberculosis Rv1258c mutations confer resistance to streptomycin,3004971,Mycobacterium tuberculosis Rv1258c mutations confer resistance to streptomycin,
Helicobacter pylori rdxA mutation conferring resistance to metronidazole,3007055,Helicobacter pylori rdxA mutation conferring resistance to metronidazole,
vanH gene in vanP cluster,3007188,vanH gene in vanP cluster,
vanP,3007189,vanP,
vanX gene in vanP cluster,3007190,vanX gene in vanP cluster,
vanR gene in vanP cluster,3007191,vanR gene in vanP cluster,
vanS gene in vanP cluster,3007192,vanS gene in vanP cluster,
AAC(6')-Ie-APH(2'')-Ia bifunctional protein,3002597,AAC(6')-Ie-APH(2'')-Ia bifunctional protein,
glycopeptide resistance gene cluster vanP,3007187,glycopeptide resistance gene cluster vanP,
Enterobacter aerogenes acrR with mutation conferring multidrug antibiotic resistance,3003374,Enterobacter aerogenes acrR with mutation conferring multidrug antibiotic resistance,
KPC-123,3007196,KPC-123,
PAM-1,3007199,PAM-1,
PAM-2,3007200,PAM-2,
PAM-3,3007201,PAM-3,
NDM-16a,3003664,NDM-16a,
NDM-16b,3007202,NDM-16b,
AAC(6')-Iap,3007204,AAC(6')-Iap,
KBL-1,3007206,KBL-1,
Streptomyces venezuelae rox,3007209,Streptomyces venezuelae rox,
Nocardia farcinica rox,3007210,Nocardia farcinica rox,
MCR-8.3,3007227,MCR-8.3,
Klebsiella pneumoniae mutant PhoQ conferring resistance to colistin,3007203,Klebsiella pneumoniae mutant PhoQ conferring resistance to colistin,
HelR,3007208,HelR,
NDM-34,3007211,NDM-34,
NDM-35,3007212,NDM-35,
NDM-36,3007213,NDM-36,
NDM-37,3007214,NDM-37,
NDM-38,3007215,NDM-38,
NDM-39,3007216,NDM-39,
NDM-40,3007217,NDM-40,
NDM-41,3007218,NDM-41,
NDM-42,3007219,NDM-42,
NDM-43,3007220,NDM-43,
MCR-8.4,3007228,MCR-8.4,
MCR-8.2,3007229,MCR-8.2,
MCR-1.34,3007230,MCR-1.34,
MCR-4.6,3007231,MCR-4.6,
MCR-1.27,3007232,MCR-1.27,
MCR-1.18,3007233,MCR-1.18,
MCR-1.23,3007234,MCR-1.23,
MCR-1.20,3007235,MCR-1.20,
MCR-1.28,3007236,MCR-1.28,
MCR-1.21,3007237,MCR-1.21,
MCR-1.16,3007238,MCR-1.16,
MCR-1.22,3007239,MCR-1.22,
MCR-1.19,3007240,MCR-1.19,
MCR-1.29,3007241,MCR-1.29,
MCR-1.30,3007242,MCR-1.30,
MCR-1.24,3007243,MCR-1.24,
MCR-1.17,3007244,MCR-1.17,
MCR-1.31,3007245,MCR-1.31,
MCR-1.14,3007246,MCR-1.14,
MCR-1.25,3007247,MCR-1.25,
MCR-3.33,3007248,MCR-3.33,
MCR-3.14,3007249,MCR-3.14,
MCR-3.37,3007250,MCR-3.37,
MCR-3.38,3007251,MCR-3.38,
MCR-3.15,3007252,MCR-3.15,
MCR-3.27,3007253,MCR-3.27,
MCR-3.32,3007254,MCR-3.32,
MCR-3.31,3007255,MCR-3.31,
MCR-3.23,3007256,MCR-3.23,
MCR-3.36,3007257,MCR-3.36,
MCR-3.25,3007258,MCR-3.25,
MCR-3.22,3007259,MCR-3.22,
MCR-3.16,3007260,MCR-3.16,
MCR-3.26,3007261,MCR-3.26,
MCR-3.21,3007262,MCR-3.21,
MCR-3.18,3007263,MCR-3.18,
MCR-3.40,3007264,MCR-3.40,
MCR-3.24,3007265,MCR-3.24,
MCR-3.20,3007266,MCR-3.20,
MCR-3.35,3007267,MCR-3.35,
MCR-3.34,3007268,MCR-3.34,
MCR-3.13,3007269,MCR-3.13,
MCR-3.28,3007270,MCR-3.28,
MCR-3.39,3007271,MCR-3.39,
MCR-3.29,3007272,MCR-3.29,
MCR-3.19,3007273,MCR-3.19,
MCR-5.3,3007282,MCR-5.3,
MCR-2.4,3007283,MCR-2.4,
MCR-2.3,3007284,MCR-2.3,
MCR-2.8,3007285,MCR-2.8,
MCR-2.5,3007286,MCR-2.5,
MCR-2.7,3007287,MCR-2.7,
MCR-2.6,3007288,MCR-2.6,
MCR-1.32,3007289,MCR-1.32,
FosXCC,3003208,FosXCC,
FosG,3007368,FosG,
FosH,3007369,FosH,
FosI,3007370,FosI,
FosA8,3007371,FosA8,
FosBx1,3007372,FosBx1,
PJM-1,3007374,PJM-1,
KPC-87,3007375,KPC-87,
KPC-86,3007381,KPC-86,
KPC-95,3007383,KPC-95,
ANT(9)-Ib,3007401,ANT(9)-Ib,
KPC-94,3007402,KPC-94,
PFM-4,3007021,PFM-4,
AAC(3)-IVa,3002539,AAC(3)-IVa,
QnrAS,3004668,QnrAS,
QnrB39,3002754,QnrB39,
QnrB75,3003187,QnrB75,
QnrB77,3003189,QnrB77,
QnrB78,3003190,QnrB78,
Mrx,3003839,Mrx,
kdpD,3004047,kdpD,
QnrB76,3003188,QnrB76,
leuO,3003843,leuO,
AAC(6')-30/AAC(6')-Ib' bifunctional protein,3002599,AAC(6')-30/AAC(6')-Ib' bifunctional protein,
AAC(6')-I33,3002587,AAC(6')-I33,
ANT(3'')-II-AAC(6')-IId bifunctional protein,3002598,ANT(3'')-II-AAC(6')-IId bifunctional protein,
APH(3')-IXa,3004087,APH(3')-IXa,
Klebsiella pneumoniae lamB with mutations conferring resistance to ceftazidime-avibactam,3007420,Klebsiella pneumoniae lamB with mutations conferring resistance to ceftazidime-avibactam,
Klebsiella pneumoniae PBP3 mutants conferring resistance to ceftazidime-avibactam,3007421,Klebsiella pneumoniae PBP3 mutants conferring resistance to ceftazidime-avibactam,
ThfT,3007427,ThfT,
almF,3007431,almF,
almE,3007433,almE,
cfrE,3005023,cfrE,
APH(9)-Ic,3007539,APH(9)-Ic,
Mycobacterium tuberculosis 16S rRNA (rrnS) mutation conferring resistance to amikacin,3007536,Mycobacterium tuberculosis 16S rRNA (rrnS) mutation conferring resistance to amikacin,
Mycobacterium tuberculosis 16S rRNA (rrnS) mutation conferring resistance to kanamycin,3007537,Mycobacterium tuberculosis 16S rRNA (rrnS) mutation conferring resistance to kanamycin,
VIM-77,3007814,VIM-77,
VIM-79,3007816,VIM-79,
VIM-81,3007818,VIM-81,
almEFG,3007434,almEFG,
tet(62),3007492,tet(62),
AAC(6')-I-43,3004641,AAC(6')-I-43,
tet(63),3007493,tet(63),
tet(64),3007494,tet(64),
Shigella flexneri acrA,3007509,Shigella flexneri acrA,
KPC-96,3007436,KPC-96,
EBR-5,3007437,EBR-5,
LAQ-1,3007438,LAQ-1,
WUS-1,3007435,WUS-1,
SSA,3007442,SSA,
NDM-44,3007443,NDM-44,
NDM-45,3007444,NDM-45,
KPC-100,3007446,KPC-100,
NDM-46,3007445,NDM-46,
NDM-47,3007447,NDM-47,
KPC-97,3007449,KPC-97,
KPC-98,3007450,KPC-98,
TEM-246,3007448,TEM-246,
TEM-244,3007453,TEM-244,
KPC-99,3007452,KPC-99,
TEM-245,3007454,TEM-245,
dfrL,3007456,dfrL,
EstT,3007459,EstT,
IMP-96,3007461,IMP-96,
IMP-92,3007462,IMP-92,
IMP-93,3007463,IMP-93,
IMP-94,3007464,IMP-94,
IMP-95,3007465,IMP-95,
IND-17,3007470,IND-17,
IMP-91,3007460,IMP-91,
AAC(6')-I-48,3004638,AAC(6')-I-48,
RAD-1,3007483,RAD-1,
dfrB10,3007489,dfrB10,
dfrB11,3007490,dfrB11,
Mycobacterium abscessus atpE with mutation conferring resistance to bedaquiline,3007476,Mycobacterium abscessus atpE with mutation conferring resistance to bedaquiline,
Pseudomonas aeruginosa ampR with mutation conferring resistance to aztreonam,3007491,Pseudomonas aeruginosa ampR with mutation conferring resistance to aztreonam,
ANT(9)-Ic,3007515,ANT(9)-Ic,
MCR-3.41,3005221,MCR-3.41,
mef(C),3003745,mef(C),
mef(E),3000614,mef(E),
mef(F),3007044,mef(F),
Bacillus subtilis rpsE mutations conferring resistance to spectinomycin,3007527,Bacillus subtilis rpsE mutations conferring resistance to spectinomycin,
Streptococcus pyogenes PBP2x conferring resistance to beta-lactam antibiotics,3007531,Streptococcus pyogenes PBP2x conferring resistance to beta-lactam antibiotics,
MCR-4.7,3007533,MCR-4.7,
Erysipelothrix rhusiopathiae gyrA with mutation conferring resistance to enrofloxacin,3007544,Erysipelothrix rhusiopathiae gyrA with mutation conferring resistance to enrofloxacin,
OXA-1038,3007561,OXA-1038,
OXA-1039,3007562,OXA-1039,
FRI-11,3007632,FRI-11,
KPC-125,3007633,KPC-125,
CAE-1,3007635,CAE-1,
catA1,3002683,catA1,
Clostridioides difficile cplR,3007637,Clostridioides difficile cplR,
Clostridium perfringes cplR,3007644,Clostridium perfringes cplR,
Clostridium sporogenes cplR,3007645,Clostridium sporogenes cplR,
PSZ-1,3007648,PSZ-1,
CDA-1,3007650,CDA-1,
erm(56),3007654,erm(56),
VRA-F,3007843,VRA-F,
SIE-1,3007846,SIE-1,
putative nickel/cobalt transporter,3007659,putative nickel/cobalt transporter,
Mycobacterium tuberculosis ddn mutation conferring resistance to nitroimidazole antibiotics,3007661,Mycobacterium tuberculosis ddn mutation conferring resistance to nitroimidazole antibiotics,
Rv1877,3007662,Rv1877,
VIM-76,3007813,VIM-76,
VIM-78,3007815,VIM-78,
VIM-80,3007817,VIM-80,
VIM-82,3007819,VIM-82,
VIM-83,3007820,VIM-83,
VIM-84,3007821,VIM-84,
aadT,3007669,aadT,
Clostridioides difficile nimB,3007671,Clostridioides difficile nimB,
RSA1-1,3004444,RSA1-1,
IreK,3007678,IreK,
OXA-481,3003638,OXA-481,
TEM-103,3000966,TEM-103,
TEM-61,3000930,TEM-61,
OKP-B-14,3002447,OKP-B-14,
OXA-105,3001708,OXA-105,
Mycobacterium tuberculosis Rv0678 with mutation conferring resistance to bedaquiline,3007674,Mycobacterium tuberculosis Rv0678 with mutation conferring resistance to bedaquiline,
Mycobacterium tuberculosis Rv2535c with mutation conferring resistance to bedaquiline,3007692,Mycobacterium tuberculosis Rv2535c with mutation conferring resistance to bedaquiline,
AMZ-1,3007694,AMZ-1,
CMY-185,3007695,CMY-185,
NWM-1,3007848,NWM-1,
Salmonella gallinarum folP with mutation conferring resistance to sulfonamides,3007749,Salmonella gallinarum folP with mutation conferring resistance to sulfonamides,
Salmonella isangi gyrA conferring resistance to fluoroquinolones,3007751,Salmonella isangi gyrA conferring resistance to fluoroquinolones,
Salmonella isangi gyrB conferring resistance to fluoroquinolones,3007752,Salmonella isangi gyrB conferring resistance to fluoroquinolones,
MdtQ,3007682,MdtQ,
Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,3007759,Treponema pallidum 23S rRNA with mutation conferring resistance to erythromycin,
aac(6')-Ib-cr10,3007770,aac(6')-Ib-cr10,
aac(6')-Ib-cr11,3007771,aac(6')-Ib-cr11,
Vibrio vulnificus rpoB mutants conferring resistance to rifampin,3007794,Vibrio vulnificus rpoB mutants conferring resistance to rifampin,
OXA-410,3001601,OXA-410,
TEM-1,3000873,TEM-1,
Mycobacterium tuberculosis iniA mutations conferring resistance to isoniazid,3007798,Mycobacterium tuberculosis iniA mutations conferring resistance to isoniazid,
RATA-1,3007801,RATA-1,
RATA-2,3007802,RATA-2,
Neisseria gonorrhoeae gyrA with mutations conferring resistance to fluoroquinolones,3003928,Neisseria gonorrhoeae gyrA with mutations conferring resistance to fluoroquinolones,
CARB-56,3007803,CARB-56,
VIM-74,3007804,VIM-74,
VIM-75,3007812,VIM-75,
VIM-85,3007822,VIM-85,
VIM-86,3007823,VIM-86,
VIM-87,3007824,VIM-87,
GES-47,3007825,GES-47,
GES-48,3007826,GES-48,
GES-49,3007827,GES-49,
GES-50,3007828,GES-50,
GES-51,3007829,GES-51,
GES-52,3007830,GES-52,
GES-53,3007831,GES-53,
GES-54,3007832,GES-54,
GES-55,3007833,GES-55,
GES-56,3007834,GES-56,
GES-57,3007835,GES-57,
CARB-57,3007836,CARB-57,
CARB-58,3007837,CARB-58,
tet(65),3007838,tet(65),
CIM-1,3007840,CIM-1,
KPC-135,3007844,KPC-135,
Mycobacterium tuberculosis Rv0678 with mutation conferring resistance to clofazimine,3007852,Mycobacterium tuberculosis Rv0678 with mutation conferring resistance to clofazimine,
Mycobacterium tuberculosis atpE with mutation conferring resistance to bedaquiline,3007854,Mycobacterium tuberculosis atpE with mutation conferring resistance to bedaquiline,
KPC-134,3007857,KPC-134,
BIM-1,3007859,BIM-1,
CHM-1,3007855,CHM-1,
DYB-1,3007861,DYB-1,
ACT-100,3007883,ACT-100,
ACT-101,3007884,ACT-101,
ACT-102,3007885,ACT-102,
ACT-103,3007886,ACT-103,
ACT-104,3007887,ACT-104,
ACT-105,3007888,ACT-105,
ACT-106,3007889,ACT-106,
ACT-107,3007890,ACT-107,
ACT-108,3007891,ACT-108,
ACT-109,3007892,ACT-109,
ACT-110,3007893,ACT-110,
ACT-111,3007894,ACT-111,
ACT-112,3007895,ACT-112,
ACT-113,3007896,ACT-113,
ACT-115,3007897,ACT-115,
ACT-116,3007898,ACT-116,
ACT-117,3007899,ACT-117,
ACT-118,3007900,ACT-118,
ACT-119,3007901,ACT-119,
ACT-120,3007902,ACT-120,
ACT-121,3007903,ACT-121,
ACT-122,3007904,ACT-122,
ACT-123,3007905,ACT-123,
ACT-124,3007906,ACT-124,
ACT-131,3007907,ACT-131,
ACT-140,3007908,ACT-140,
ACT-141,3007909,ACT-141,
ACT-142,3007910,ACT-142,
ACT-143,3007911,ACT-143,
ACT-144,3007912,ACT-144,
ACT-145,3007913,ACT-145,
ACT-146,3007914,ACT-146,
ACT-148,3007915,ACT-148,
ACT-150,3007916,ACT-150,
ACT-151,3007917,ACT-151,
ACT-153,3007918,ACT-153,
ACT-154,3007919,ACT-154,
ACT-155,3007920,ACT-155,
ACT-156,3007921,ACT-156,
ACT-157,3007922,ACT-157,
ACT-158,3007923,ACT-158,
ACT-159,3007924,ACT-159,
ACT-160,3007925,ACT-160,
ACT-161,3007926,ACT-161,
ACT-162,3007927,ACT-162,
ACT-165,3007928,ACT-165,
ACT-166,3007929,ACT-166,
ACT-167,3007930,ACT-167,
ACT-168,3007931,ACT-168,
ACT-169,3007932,ACT-169,
ACT-170,3007933,ACT-170,
ACT-171,3007934,ACT-171,
ACT-172,3007935,ACT-172,
ACT-173,3007936,ACT-173,
ACT-174,3007937,ACT-174,
ACT-175,3007938,ACT-175,
ACT-176,3007939,ACT-176,
ACT-177,3007940,ACT-177,
ACT-178,3007941,ACT-178,
ACT-179,3007942,ACT-179,
ACT-180,3007943,ACT-180,
ACT-181,3007944,ACT-181,
ACT-182,3007945,ACT-182,
ACT-183,3007946,ACT-183,
ACT-184,3007947,ACT-184,
ACT-185,3007948,ACT-185,
ACT-186,3007949,ACT-186,
ACT-187,3007950,ACT-187,
ACT-188,3007951,ACT-188,
ACT-189,3007952,ACT-189,
ACT-190,3007953,ACT-190,
ACT-191,3007954,ACT-191,
ACT-192,3007955,ACT-192,
ACT-193,3007956,ACT-193,
ACT-194,3007957,ACT-194,
ACT-85,3007958,ACT-85,
ACT-86,3007959,ACT-86,
ACT-88,3007960,ACT-88,
ACT-89,3007961,ACT-89,
ACT-90,3007962,ACT-90,
ACT-91,3007963,ACT-91,
ACT-92,3007964,ACT-92,
ACT-93,3007965,ACT-93,
ACT-94,3007966,ACT-94,
ACT-95,3007967,ACT-95,
ACT-96,3007968,ACT-96,
ACT-97,3007969,ACT-97,
ACT-98,3007970,ACT-98,
ACT-99,3007971,ACT-99,
ACT-GC1,3007972,ACT-GC1,
ADC-257,3007973,ADC-257,
ADC-258,3007974,ADC-258,
ADC-259,3007975,ADC-259,
ADC-260,3007976,ADC-260,
ADC-261,3007977,ADC-261,
ADC-262,3007978,ADC-262,
ADC-263,3007979,ADC-263,
ADC-264,3007980,ADC-264,
ADC-265,3007981,ADC-265,
ADC-266,3007982,ADC-266,
ADC-267,3007983,ADC-267,
ADC-268,3007984,ADC-268,
ADC-269,3007985,ADC-269,
ADC-270,3007986,ADC-270,
ADC-271,3007987,ADC-271,
ADC-272,3007988,ADC-272,
ADC-273,3007989,ADC-273,
ADC-274,3007990,ADC-274,
ADC-275,3007991,ADC-275,
ADC-276,3007992,ADC-276,
ADC-277,3007993,ADC-277,
ADC-278,3007994,ADC-278,
ADC-279,3007995,ADC-279,
ADC-280,3007996,ADC-280,
ADC-281,3007997,ADC-281,
